302055684,0,1
302055688,0,1
302055692,0,1
302055696,0,1
302055700,0,1
302055704,0,1
302055708,0,1
302055712,0,1
302055940,1,1
302055944,1,1
302055948,1,1
302055952,1,1
302055956,1,1
302055960,1,1
302055964,1,1
302055968,1,1
302056196,0,1
302056200,0,1
302056204,0,1
302056208,0,1
302056212,0,1
302056216,0,1
302056220,0,1
302056224,0,1
302056452,1,1
302056456,1,1
302056460,1,1
302056464,1,1
302056468,1,1
302056472,1,1
302056476,1,1
302056480,1,1
302056708,2,1
302056712,2,1
302056716,2,1
302056720,2,1
302056724,2,1
302056728,2,1
302056732,2,1
302056736,2,1
302056964,3,1
302056968,3,1
302056972,3,1
302056976,3,1
302056980,3,1
302056984,3,1
302056988,3,1
302056992,3,1
302057220,0,1
302057224,0,1
302057228,0,1
302057232,0,1
302057236,0,1
302057240,0,1
302057244,0,1
302057248,0,1
302057476,1,1
302057480,1,1
302057484,1,1
302057488,1,1
302057492,1,1
302057496,1,1
302057500,1,1
302057504,1,1
302057732,0,1
302057736,0,1
302057740,0,1
302057744,0,1
302057748,0,1
302057752,0,1
302057756,0,1
302057760,0,1
302057988,1,1
302057992,1,1
302057996,1,1
302058000,1,1
302058004,1,1
302058008,1,1
302058012,1,1
302058016,1,1
302058244,0,1
302058248,0,1
302058252,0,1
302058256,0,1
302058260,0,1
302058264,0,1
302058268,0,1
302058272,0,1
302058500,1,1
302058504,1,1
302058508,1,1
302058512,1,1
302058516,1,1
302058520,1,1
302058524,1,1
302058528,1,1
302058756,0,1
302058760,0,1
302058764,0,1
302058768,0,1
302058772,0,1
302058776,0,1
302058780,0,1
302058784,0,1
302059012,1,1
302059016,1,1
302059020,1,1
302059024,1,1
302059028,1,1
302059032,1,1
302059036,1,1
302059040,1,1
302059268,2,1
302059272,2,1
302059276,2,1
302059280,2,1
302059284,2,1
302059288,2,1
302059292,2,1
302059296,2,1
302059524,3,1
302059528,3,1
302059532,3,1
302059536,3,1
302059540,3,1
302059544,3,1
302059548,3,1
302059552,3,1
302059780,0,1
302059784,0,1
302059788,0,1
302059792,0,1
302059796,0,1
302059800,0,1
302059804,0,1
302059808,0,1
302060036,1,1
302060040,1,1
302060044,1,1
302060048,1,1
302060052,1,1
302060056,1,1
302060060,1,1
302060064,1,1
302060292,0,1
302060296,0,1
302060300,0,1
302060304,0,1
302060308,0,1
302060312,0,1
302060316,0,1
302060320,0,1
302060548,1,1
302060552,1,1
302060556,1,1
302060560,1,1
302060564,1,1
302060568,1,1
302060572,1,1
302060576,1,1
302121220,4,2
302121224,4,2
302121228,4,2
302121232,4,2
302121236,4,2
302121240,4,2
302121244,4,2
302121248,4,2
302121476,5,2
302121480,5,2
302121484,5,2
302121488,5,2
302121492,5,2
302121496,5,2
302121500,5,2
302121504,5,2
302121732,4,2
302121736,4,2
302121740,4,2
302121744,4,2
302121748,4,2
302121752,4,2
302121756,4,2
302121760,4,2
302121988,5,2
302121992,5,2
302121996,5,2
302122000,5,2
302122004,5,2
302122008,5,2
302122012,5,2
302122016,5,2
302122244,4,2
302122248,4,2
302122252,4,2
302122256,4,2
302122260,4,2
302122264,4,2
302122268,4,2
302122272,4,2
302122500,5,2
302122504,5,2
302122508,5,2
302122512,5,2
302122516,5,2
302122520,5,2
302122524,5,2
302122528,5,2
302122756,4,2
302122760,4,2
302122764,4,2
302122768,4,2
302122772,4,2
302122776,4,2
302122780,4,2
302122784,4,2
302123012,6,2
302123016,6,2
302123020,6,2
302123024,6,2
302123028,6,2
302123032,6,2
302123036,6,2
302123040,6,2
302123268,7,2
302123272,7,2
302123276,7,2
302123280,8,2
302123284,7,2
302123288,7,2
302123292,7,2
302123296,7,2
302123524,5,2
302123528,5,2
302123532,5,2
302123536,5,2
302123540,5,2
302123544,5,2
302123548,5,2
302123552,5,2
302123780,4,2
302123784,4,2
302123788,4,2
302123792,4,2
302123796,4,2
302123800,4,2
302123804,4,2
302123808,4,2
302124036,5,2
302124040,5,2
302124044,5,2
302124048,5,2
302124052,5,2
302124056,5,2
302124060,5,2
302124064,5,2
302124292,4,2
302124296,4,2
302124300,4,2
302124304,4,2
302124308,4,2
302124312,4,2
302124316,4,2
302124320,4,2
302124548,5,2
302124552,5,2
302124556,5,2
302124560,5,2
302124564,5,2
302124568,5,2
302124572,5,2
302124576,5,2
302124804,4,2
302124808,4,2
302124812,4,2
302124816,4,2
302124820,4,2
302124824,4,2
302124828,4,2
302124832,4,2
302125060,5,2
302125064,5,2
302125068,5,2
302125072,5,2
302125076,5,2
302125080,5,2
302125084,5,2
302125088,5,2
302125316,4,2
302125320,4,2
302125324,4,2
302125328,4,2
302125332,4,2
302125336,4,2
302125340,4,2
302125344,4,2
302125572,5,2
302125576,5,2
302125580,5,2
302125584,5,2
302125588,5,2
302125592,5,2
302125596,5,2
302125600,5,2
302125828,4,2
302125832,4,2
302125836,4,2
302125840,4,2
302125844,4,2
302125848,4,2
302125852,4,2
302125856,4,2
302126084,5,2
302126088,5,2
302126092,5,2
302126096,5,2
302126100,5,2
302126104,5,2
302126108,5,2
302126112,5,2
302126340,4,2
302126344,4,2
302126348,4,2
302126352,4,2
302126356,4,2
302126360,4,2
302126364,4,2
302126368,4,2
302126596,5,2
302126600,5,2
302126604,5,2
302126608,5,2
302126612,5,2
302126616,5,2
302126620,5,2
302126624,5,2
302126852,4,2
302126856,4,2
302126860,4,2
302126864,4,2
302126868,4,2
302126872,4,2
302126876,4,2
302126880,4,2
302127108,6,2
302127112,6,2
302127116,6,2
302127120,6,2
302127124,6,2
302127128,6,2
302127132,6,2
302127136,6,2
302127364,7,2
302127368,7,2
302127372,7,2
302127376,7,2
302127380,7,2
302127384,7,2
302127388,7,2
302127392,7,2
302127620,5,2
302127624,5,2
302127628,5,2
302127632,5,2
302127636,5,2
302127640,5,2
302127644,5,2
302127648,5,2
302127876,4,2
302127880,4,2
302127884,4,2
302127888,4,2
302127892,4,2
302127896,4,2
302127900,4,2
302127904,4,2
302128132,5,2
302128136,5,2
302128140,5,2
302128144,5,2
302128148,5,2
302128152,5,2
302128156,5,2
302128160,5,2
302128388,4,2
302128392,4,2
302128396,4,2
302128400,4,2
302128404,4,2
302128408,4,2
302128412,4,2
302128416,4,2
302128644,5,2
302128648,5,2
302128652,5,2
302128656,5,2
302128660,5,2
302128664,5,2
302128668,5,2
302128672,5,2
302128900,4,2
302128904,4,2
302128908,4,2
302128912,4,2
302128916,4,2
302128920,4,2
302128924,4,2
302128928,4,2
302129156,5,2
302129160,5,2
302129164,5,2
302129168,5,2
302129172,5,2
302129176,5,2
302129180,5,2
302129184,5,2
302186756,9,3
302186760,9,3
302186764,9,3
302186768,9,3
302186772,9,3
302186776,9,3
302186780,9,3
302186784,9,3
302187012,10,3
302187016,10,3
302187020,10,3
302187024,10,3
302187028,10,3
302187032,10,3
302187036,10,3
302187040,10,3
302187268,9,3
302187272,9,3
302187276,9,3
302187280,9,3
302187284,9,3
302187288,9,3
302187292,9,3
302187296,9,3
302187524,10,3
302187528,10,3
302187532,10,3
302187536,10,3
302187540,10,3
302187544,10,3
302187548,10,3
302187552,10,3
302187780,9,3
302187784,9,3
302187788,9,3
302187792,9,3
302187796,9,3
302187800,9,3
302187804,9,3
302187808,9,3
302188036,10,3
302188040,10,3
302188044,10,3
302188048,10,3
302188052,10,3
302188056,10,3
302188060,10,3
302188064,10,3
302188292,9,3
302188296,9,3
302188300,9,3
302188304,9,3
302188308,9,3
302188312,9,3
302188316,9,3
302188320,9,3
302188548,10,3
302188552,10,3
302188556,10,3
302188560,10,3
302188564,10,3
302188568,10,3
302188572,10,3
302188576,10,3
302188804,9,3
302188808,9,3
302188812,9,3
302188816,9,3
302188820,9,3
302188824,9,3
302188828,9,3
302188832,9,3
302189060,10,3
302189064,10,3
302189068,10,3
302189072,10,3
302189076,10,3
302189080,10,3
302189084,10,3
302189088,10,3
302189316,11,3
302189320,11,3
302189324,11,3
302189328,11,3
302189332,11,3
302189336,11,3
302189340,11,3
302189344,11,3
302189572,10,3
302189576,10,3
302189580,10,3
302189584,10,3
302189588,10,3
302189592,10,3
302189596,10,3
302189600,10,3
302189828,9,3
302189832,9,3
302189836,9,3
302189840,9,3
302189844,9,3
302189848,9,3
302189852,9,3
302189856,9,3
302190084,10,3
302190088,10,3
302190092,10,3
302190096,10,3
302190100,10,3
302190104,10,3
302190108,10,3
302190112,10,3
302190340,9,3
302190344,9,3
302190348,9,3
302190352,9,3
302190356,9,3
302190360,9,3
302190364,9,3
302190368,9,3
302190596,10,3
302190600,10,3
302190604,10,3
302190608,10,3
302190612,10,3
302190616,10,3
302190620,10,3
302190624,10,3
302190852,9,3
302190856,9,3
302190860,9,3
302190864,9,3
302190868,9,3
302190872,9,3
302190876,9,3
302190880,9,3
302191108,10,3
302191112,10,3
302191116,10,3
302191120,10,3
302191124,10,3
302191128,10,3
302191132,10,3
302191136,10,3
302191364,9,3
302191368,9,3
302191372,9,3
302191376,9,3
302191380,9,3
302191384,9,3
302191388,9,3
302191392,9,3
302191620,10,3
302191624,10,3
302191628,10,3
302191632,10,3
302191636,10,3
302191640,10,3
302191644,10,3
302191648,10,3
302191876,9,3
302191880,9,3
302191884,9,3
302191888,9,3
302191892,9,3
302191896,9,3
302191900,9,3
302191904,9,3
302192132,10,3
302192136,10,3
302192140,10,3
302192144,10,3
302192148,10,3
302192152,10,3
302192156,10,3
302192160,10,3
302192388,9,3
302192392,9,3
302192396,9,3
302192400,9,3
302192404,9,3
302192408,9,3
302192412,9,3
302192416,9,3
302192644,10,3
302192648,10,3
302192652,10,3
302192656,10,3
302192660,10,3
302192664,10,3
302192668,10,3
302192672,10,3
302192900,9,3
302192904,9,3
302192908,9,3
302192912,9,3
302192916,9,3
302192920,9,3
302192924,9,3
302192928,9,3
302193156,10,3
302193160,10,3
302193164,10,3
302193168,10,3
302193172,10,3
302193176,10,3
302193180,10,3
302193184,10,3
302193412,9,3
302193416,9,3
302193420,9,3
302193424,9,3
302193428,9,3
302193432,9,3
302193436,9,3
302193440,9,3
302193668,10,3
302193672,10,3
302193676,10,3
302193680,10,3
302193684,10,3
302193688,10,3
302193692,10,3
302193696,10,3
302193924,9,3
302193928,9,3
302193932,9,3
302193936,9,3
302193940,9,3
302193944,9,3
302193948,9,3
302193952,9,3
302194180,10,3
302194184,10,3
302194188,10,3
302194192,10,3
302194196,10,3
302194200,10,3
302194204,10,3
302194208,10,3
302194436,9,3
302194440,9,3
302194444,9,3
302194448,9,3
302194452,9,3
302194456,9,3
302194460,9,3
302194464,9,3
302194692,10,3
302194696,10,3
302194700,10,3
302194704,10,3
302194708,10,3
302194712,10,3
302194716,10,3
302194720,10,3
302194948,11,3
302194952,11,3
302194956,11,3
302194960,11,3
302194964,11,3
302194968,11,3
302194972,11,3
302194976,11,3
302195204,10,3
302195208,10,3
302195212,10,3
302195216,10,3
302195220,10,3
302195224,10,3
302195228,10,3
302195232,10,3
302195460,9,3
302195464,9,3
302195468,9,3
302195472,9,3
302195476,9,3
302195480,9,3
302195484,9,3
302195488,9,3
302195716,10,3
302195720,10,3
302195724,10,3
302195728,10,3
302195732,10,3
302195736,10,3
302195740,10,3
302195744,10,3
302195972,9,3
302195976,9,3
302195980,9,3
302195984,9,3
302195988,9,3
302195992,9,3
302195996,9,3
302196000,9,3
302196228,10,3
302196232,10,3
302196236,10,3
302196240,10,3
302196244,10,3
302196248,10,3
302196252,10,3
302196256,10,3
302196484,9,3
302196488,9,3
302196492,9,3
302196496,9,3
302196500,9,3
302196504,9,3
302196508,9,3
302196512,9,3
302196740,10,3
302196744,10,3
302196748,10,3
302196752,10,3
302196756,10,3
302196760,10,3
302196764,10,3
302196768,10,3
302196996,9,3
302197000,9,3
302197004,9,3
302197008,9,3
302197012,9,3
302197016,9,3
302197020,9,3
302197024,9,3
302197252,10,3
302197256,10,3
302197260,10,3
302197264,10,3
302197268,10,3
302197272,10,3
302197276,10,3
302197280,10,3
302197508,9,3
302197512,9,3
302197516,9,3
302197520,9,3
302197524,9,3
302197528,9,3
302197532,9,3
302197536,9,3
302197764,10,3
302197768,10,3
302197772,10,3
302197776,10,3
302197780,10,3
302197784,10,3
302197788,10,3
302197792,10,3
369120276,12,4
369120277,13,4
369120278,14,4
369120280,12,4
369120281,13,4
369120282,14,4
369120284,12,4
369120285,13,4
369120286,14,4
369120292,12,4
369120293,13,4
369120294,14,4
369120296,12,4
369120297,13,4
369120298,14,4
369120300,12,4
369120301,13,4
369120302,14,4
369120308,12,4
369120309,13,4
369120310,14,4
369120312,12,4
369120313,13,4
369120314,14,4
369120316,12,4
369120317,13,4
369120318,14,4
369120324,12,4
369120325,13,4
369120326,14,4
369120328,12,4
369120329,13,4
369120330,14,4
369120332,12,4
369120333,13,4
369120334,14,4
369120340,12,4
369120341,13,4
369120342,14,4
369120344,12,4
369120345,13,4
369120346,14,4
369120348,12,4
369120349,13,4
369120350,14,4
369120356,12,4
369120357,13,4
369120358,14,4
369120360,12,4
369120361,13,4
369120362,14,4
369120364,12,4
369120365,13,4
369120366,14,4
369120372,12,4
369120373,13,4
369120374,14,4
369120376,12,4
369120377,13,4
369120378,14,4
369120380,12,4
369120381,13,4
369120382,14,4
369120388,12,4
369120389,13,4
369120390,14,4
369120392,12,4
369120393,13,4
369120394,14,4
369120396,12,4
369120397,13,4
369120398,14,4
369120404,12,4
369120405,13,4
369120406,14,4
369120408,12,4
369120409,13,4
369120410,14,4
369120412,12,4
369120413,13,4
369120414,14,4
369120420,12,4
369120421,13,4
369120422,14,4
369120424,12,4
369120425,13,4
369120426,14,4
369120428,12,4
369120429,13,4
369120430,14,4
369120436,12,4
369120437,13,4
369120438,14,4
369120440,12,4
369120441,13,4
369120442,14,4
369120444,12,4
369120445,13,4
369120446,14,4
369120452,12,4
369120453,13,4
369120454,14,4
369120456,12,4
369120457,13,4
369120458,14,4
369120460,12,4
369120461,13,4
369120462,14,4
369120468,12,4
369120469,13,4
369120470,14,4
369120472,12,4
369120473,13,4
369120474,14,4
369120476,12,4
369120477,13,4
369120478,14,4
369120484,12,4
369120485,13,4
369120486,14,4
369120488,12,4
369120489,13,4
369120490,14,4
369120492,12,4
369120493,13,4
369120494,14,4
369120500,12,4
369120501,13,4
369120502,14,4
369120504,12,4
369120505,13,4
369120506,14,4
369120508,12,4
369120509,13,4
369120510,14,4
369120516,12,4
369120517,13,4
369120518,14,4
369120520,12,4
369120521,13,4
369120522,14,4
369120524,12,4
369120525,13,4
369120526,14,4
369120532,12,4
369120533,13,4
369120534,14,4
369120536,12,4
369120537,13,4
369120538,14,4
369120540,12,4
369120541,13,4
369120542,14,4
369120548,12,4
369120549,13,4
369120550,14,4
369120552,12,4
369120553,13,4
369120554,14,4
369120556,12,4
369120557,13,4
369120558,14,4
369120564,12,4
369120565,13,4
369120566,14,4
369120568,12,4
369120569,13,4
369120570,14,4
369120572,12,4
369120573,13,4
369120574,14,4
369120580,12,4
369120581,13,4
369120582,14,4
369120584,12,4
369120585,13,4
369120586,14,4
369120588,12,4
369120589,13,4
369120590,14,4
369120596,12,4
369120597,13,4
369120598,14,4
369120600,12,4
369120601,13,4
369120602,14,4
369120604,12,4
369120605,13,4
369120606,14,4
369120612,12,4
369120613,13,4
369120614,14,4
369120616,12,4
369120617,13,4
369120618,14,4
369120620,12,4
369120621,13,4
369120622,14,4
369120628,12,4
369120629,13,4
369120630,14,4
369120632,12,4
369120633,13,4
369120634,14,4
369120636,12,4
369120637,13,4
369120638,14,4
369120644,12,4
369120645,13,4
369120646,14,4
369120648,12,4
369120649,13,4
369120650,14,4
369120652,12,4
369120653,13,4
369120654,14,4
369120660,12,4
369120661,13,4
369120662,14,4
369120664,12,4
369120665,13,4
369120666,14,4
369120668,12,4
369120669,13,4
369120670,14,4
369120676,12,4
369120677,13,4
369120678,14,4
369120680,12,4
369120681,13,4
369120682,14,4
369120684,12,4
369120685,13,4
369120686,14,4
369121300,15,4
369121301,16,4
369121302,17,4
369121304,15,4
369121305,16,4
369121306,17,4
369121308,15,4
369121309,16,4
369121310,17,4
369121316,15,4
369121317,16,4
369121318,17,4
369121320,15,4
369121321,16,4
369121322,17,4
369121324,15,4
369121325,16,4
369121326,17,4
369121332,15,4
369121333,16,4
369121334,17,4
369121336,15,4
369121337,16,4
369121338,17,4
369121340,15,4
369121341,16,4
369121342,17,4
369121348,15,4
369121349,16,4
369121350,17,4
369121352,15,4
369121353,16,4
369121354,17,4
369121356,15,4
369121357,16,4
369121358,17,4
369121364,15,4
369121365,16,4
369121366,17,4
369121368,15,4
369121369,16,4
369121370,17,4
369121372,15,4
369121373,16,4
